日期(YYYYMMDD),時間(HHMMSS),緯度(度),經度(度),高度(M),衛星等級,衛星數,速度(Knots),方向,平均精度(PDOP)
20090812,181748,30.204584,120.215797,20.5,1,7,13.5,90.1,1.5
20090812,181749,30.204584,120.215836,20.5,1,7,13.9,90.4,1.5
20090812,181750,30.204586,120.215874,20.0,1,8,13.9,86.6,1.3
20090812,181751,30.204590,120.215912,20.0,1,7,14.1,85.2,1.4
20090812,181752,30.204592,120.215958,20.0,1,7,14.1,87.8,1.4
20090812,181753,30.204594,120.215996,20.0,1,8,14.2,87.5,1.3
20090812,181754,30.204592,120.216034,20.5,1,8,14.2,92.3,1.3
20090812,181755,30.204586,120.216072,20.5,1,8,14.0,101.0,1.3
20090812,181756,30.204575,120.216110,20.5,1,8,12.8,113.9,1.3
20090812,181757,30.204556,120.216133,20.5,1,8,11.2,131.7,1.3
20090812,181758,30.204527,120.216125,20.5,1,5,12.1,193.9,3.1
20090812,181759,30.204508,120.216156,20.5,1,5,12.2,129.4,3.1
20090812,181800,30.204494,120.216164,20.5,1,4,6.1,150.6,3.3
20090812,181801,30.204470,120.216171,20.5,1,4,10.6,161.4,3.3
20090812,181802,30.204445,120.216179,20.5,1,4,10.3,162.9,3.3
20090812,181803,30.204420,120.216187,20.5,1,4,10.4,163.1,3.3
20090812,181804,30.204395,120.216202,20.5,1,4,10.2,164.8,3.3
20090812,181805,30.204374,120.216202,20.5,1,4,9.0,169.0,3.3
20090812,181806,30.204353,120.216209,20.5,1,4,8.5,172.2,3.3
20090812,181807,30.204327,120.216209,20.5,1,4,10.6,173.2,3.3
20090812,181808,30.204302,120.216217,20.5,1,4,10.4,175.3,3.3
20090812,181809,30.204277,120.216217,20.0,1,4,10.1,178.6,3.3
20090812,181810,30.204262,120.216217,20.0,1,4,6.6,187.7,2.1
20090812,181811,30.204245,120.216217,20.0,1,5,6.9,186.3,2.0
